plant_id,company,country,status,claim_id,kind,product,value_t_per_year,value_native,as_of,basis,scope,chem,scale,bundle,duplicate_of,supersedes,superseded_by,target_date,counted_operating,counted_pipeline,counted_upper_only,public_confidence,caveats,note,source_tier,source_publisher,source_type,source_date,source_url,source_count,source_ids,source_urls,source_roles
p017,"Hengchuang Nano (珩创纳米, Jiangsu Hengchuang)",China,Operating,p017.c4,capacity,CAM,30000,,2026-03-27,construction,site,LMFP,commercial,,,p017.c1,,2026-12,,Y,,Low,,"Ningxia (Yinchuan ETDZ) 130 kt/y LMFP plan (RMB 4.8bn, signed 2025-12-26): phase 1 30,000 t/y ground broken 2026-03-26, target Dec 2026. Only the phase under construction counts — supersedes the seed's 130k 'planned' total. CONFLICT: SMM (Dec 2025) had phase 1 = 25k; later sources say 30k.",trade,盖世汽车 (Gasgoo),trade press,2026-03-27,https://i.gasgoo.com/news/70451482.html,1,s_hc_gasgoo,https://i.gasgoo.com/news/70451482.html,
p018,Youshan Technology (优山 — Huayou Cobalt sub.),China,Operating,p018.c1,qualitative,CAM,,,2024,reported,company,LFP,commercial,,,,,,,,,Medium,,EVTank 2024 top-10; no figure in seed,company,LG Corp,company release,2023-09-25,https://www.lgcorp.com/media/release/26808,1,s065,https://www.lgcorp.com/media/release/26808,
p019,Hunan Changyuan Lico (长远锂科),China,Operating,p019.c1,capacity,CAM,20000,,2023,built,company,LFP,commercial,,,,p019.c2,,,,,Low,"superseded by p019.c2 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; range — lower bound recorded","LFP line since 2023, ~20–30 kt initial — LOWER bound recorded; ternary 120 kt excluded (not LFP)",trade,SMM (Shanghai Metals Market),trade press,,https://news.metal.com/newscontent/102057055,1,s066,https://news.metal.com/newscontent/102057055,
p019,Hunan Changyuan Lico (长远锂科),China,Operating,p019.c2,capacity,CAM,60000,,2026-06-26,construction,company,LFP,commercial,,,p019.c1,,2026,,Y,,High,,"60,000 t/y LFP project '已基本完工' (basically complete — CCXI tracking rating, Jun 2026); experimental-building environmental acceptance May 2025 (H1-2025 filing); H1-2025 LFP sales +217.53% (no absolute volume disclosed). Conservatively kept in the PIPELINE until commissioning is confirmed — supersedes the seed's 20k 'initial line' figure, which no filing restates.",primary,CCXI rating report (Xueqiu mirror),bond-market rating report,2026-06-26,https://stockmc.xueqiu.com/202606/688779_20260627_62Y8.pdf,1,s_wkxn_ccxi,https://stockmc.xueqiu.com/202606/688779_20260627_62Y8.pdf,
p020,Yunnan Yuntianhua (云天化),China,Operating,p020.c1,qualitative,CAM,,,,reported,company,LFP,commercial,,,,,,,,,Medium,,Lists LiFePO4 CAM (CAS 15365-14-7) as a product; phosphate-rock integrated; no figure,company,www.yunnan-yuntianhua.com,company website,,https://www.yunnan-yuntianhua.com/products/fine-chemicals-series/yunnan-yuntianhua-co-ltd-lithium-iron-phosphate-cas-15365-14-7.html,1,s067,https://www.yunnan-yuntianhua.com/products/fine-chemicals-series/yunnan-yuntianhua-co-ltd-lithium-iron-phosphate-cas-15365-14-7.html,
p020,Yunnan Yuntianhua (云天化),China,Operating,p020.c2,capacity,FePO4,100000,,2025-12-31,built,company,FePO4,commercial,,,,,,,,,High,,"FY2025 AR: 100,000 t/y iron phosphate (continuous-process retrofit completed); 2025 output 70,800 t. The AR discloses NO owned LFP CAM capacity — LFP integration runs through cross-shareholding partners ('与合作方以交叉持股的方式实现磷酸铁和磷酸铁锂上下游一体化运营'). The seed's product-page LFP listing stands, but no capacity is bookable.",primary,SSE (Xueqiu mirror),annual report,2026-03-24,https://stockmc.xueqiu.com/202603/600096_20260324_43PU.pdf,1,s_ytn_ar25,https://stockmc.xueqiu.com/202603/600096_20260324_43PU.pdf,
p021,Yantai Zhuoneng (烟台卓能),China,Uncertain / limited,p021.c1,qualitative,CAM,,,,reported,company,LFP,commercial,,,,,,,,,High,,Cost-focused ESS/grid LFP; cited in peer-reviewed review; no figure,primary,Springer / MRS Communications,peer-reviewed review,,https://link.springer.com/article/10.1557/s43579-024-00644-2,1,s068,https://link.springer.com/article/10.1557/s43579-024-00644-2,
p021,Yantai Zhuoneng (烟台卓能),China,Uncertain / limited,p021.c2,qualitative,CAM,,,2015-11-09,historic,company,LFP,commercial,,,,,,,,,High,,NEEQ listing legal opinion (2015): 800 t/y LFP project environmental acceptance 2010-11-25 — the only filing-tier capacity ever documented. No post-2019 disclosure found.,primary,NEEQ listing document (Eastmoney mirror),legal opinion (listing),2015-11-09,http://pdf.dfcfw.com/pdf/H2_AN201511090011336891_1.pdf,1,s_zn_neeq,http://pdf.dfcfw.com/pdf/H2_AN201511090011336891_1.pdf,
p022,BTR New Material (贝特瑞),China,Exited / cancelled,p022.c1,qualitative,CAM,,,2022,historic,company,LFP,commercial,,,,,,,,,Medium,,Sold Tianjin & Jiangsu LFP business to Lopal (2022); now #1 anode maker,company,www.btrchina.com,company website,,https://www.btrchina.com/en/,1,s069,https://www.btrchina.com/en/,
p024,CNGR Advanced Material (中伟股份),China,Precursor only,p024.c1,capacity,FePO4,200000,,,reported,company,FePO4,commercial,,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,iron-phosphate precursor ~200 kt; finished LFP CAM only in customer qualification,company,www.cngrgf.com.cn,company website,,https://www.cngrgf.com.cn/en-US/rrtbl.html,1,s071,https://www.cngrgf.com.cn/en-US/rrtbl.html,
p025,Guizhou Chuanheng (川恒股份),China,Precursor only,p025.c1,qualitative,FePO4,,,,reported,company,FePO4,commercial,,,,,,,,,Low,,iron-phosphate precursor (CATL JV); no figure,trade,SMM (Shanghai Metals Market),trade press,,https://news.metal.com/newscontent/101706049,1,s072,https://news.metal.com/newscontent/101706049,
p026,Xinyangfeng (新洋丰),China,Precursor only,p026.c1,qualitative,FePO4,,,,reported,company,FePO4,commercial,,,,,,,,,Low,,"iron-phosphate precursor (EVE, Gotion, SVOLT deals); no figure",trade,faxiangongchang.com,industry report,,https://faxiangongchang.com/en/reports/china-phosphate-chemical-2026,1,s073,https://faxiangongchang.com/en/reports/china-phosphate-chemical-2026,
p027,CATL (宁德时代),China,Context row (not a CAM maker),p027.c1,qualitative,CAM,,,2021,reported,company,LFP,commercial,,,,,,,,,Low,,World's largest LFP cell maker; buys chiefly from Yuneng & Dynanonic; 2021 captive-LFP JV with Dynanonic,trade,Green Car Congress,trade press,2021-01,https://www.greencarcongress.com/2021/01/catl-to-build-new-280m-80-tpy-lfp-cathode-materials-plant-in-china.html,1,s074,https://www.greencarcongress.com/2021/01/catl-to-build-new-280m-80-tpy-lfp-cathode-materials-plant-in-china.html,
p028,BYD (比亚迪),China,Operating,p028.c1,qualitative,CAM,,,,reported,company,LFP,commercial,,,,,,,,,Low,,FinDreams units make LFP in-house for Blade batteries; no figure disclosed,weak,Wikipedia,encyclopedia,,https://en.wikipedia.org/wiki/BYD_Blade_battery,1,s075,https://en.wikipedia.org/wiki/BYD_Blade_battery,
p029,EVE Energy (亿纬锂能),China,Context row (not a CAM maker),p029.c1,capacity,CAM,100000,,,reported,company,cathode-unsplit,commercial,bundle,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; bundle — non-CAM or mixed tonnage inside,JV w/ Hunan Zhongke for cathode ~100 kt; largely buys,primary,Springer / MRS Communications,peer-reviewed review,,https://link.springer.com/article/10.1557/s43579-024-00644-2,1,s068,https://link.springer.com/article/10.1557/s43579-024-00644-2,
p031,Aleees / Advanced Lithium Electrochemistry (立凱電能),Taiwan,Operating,p031.c1,output_cumulative,CAM,,~30 kt cumulative,,reported,company,LFP,commercial,,,,,,,,,Medium,"cumulative, not a rate",~30 kt CUMULATIVE shipped — not a t/y rate; never enters totals,company,www.aleees.com,company website,,https://www.aleees.com/en/products-services/cam-material/,1,s076,https://www.aleees.com/en/products-services/cam-material/,
p032,"Formosa Lithium Iron Oxide (FEMTC, 台塑鋰鐵)",Taiwan,Operating,p032.c1,capacity,CAM,4800,,,reported,company,LFP,commercial,,,,,,Y,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,"~4,800 t/y; JV of Formosa Plastics + Changs Ascending",company,www.caec.com.tw,company website,,http://www.caec.com.tw/company.php,1,s077,http://www.caec.com.tw/company.php,
p033,Changs Ascending Enterprise (長園科技),Taiwan,Operating,p033.c1,qualitative,CAM,,,2001,reported,company,LFP,commercial,,,,,,,,,High,,First LFP maker in Taiwan (2001); niche ESS/UPS; licenses tech to FEMTC,primary,Airiti Library,academic article,2016-06-21,https://www.airitilibrary.com/Article/Detail/10219447-201604-201606210017-201606210017-19-20,1,s078,https://www.airitilibrary.com/Article/Detail/10219447-201604-201606210017-201606210017-19-20,
p034,Tatung Fine Chemicals (TFC),Taiwan,Uncertain / limited,p034.c1,qualitative,CAM,,,2012,historic,company,LFP,commercial,,,,,,,,,Low,,Entered Japan ESS market 2012; LiFePO4+C license terminated 2017; low-profile since,trade,Green Car Congress,trade press,2017-07-20,https://www.greencarcongress.com/2017/07/20170710-tfc.html,1,s079,https://www.greencarcongress.com/2017/07/20170710-tfc.html,
p035,Sumitomo Osaka Cement (住友大阪セメント),Japan,Exited / cancelled,p035.c1,qualitative,CAM,,,2022,historic,company,LFP,commercial,,,,,,,,,Medium,,EXITED — LFP business + Vietnam plant transferred to SMM (Feb/May 2022); carbon-coating pioneer,company,www.smm.co.jp,company website,2022-02-00,https://www.smm.co.jp/en/news/release/2022/02/001542.html,1,s080,https://www.smm.co.jp/en/news/release/2022/02/001542.html,
p036,Sumitomo Metal Mining / SMM (住友金属鉱山),Japan,Uncertain / limited,p036.c1,qualitative,CAM,,,2022,reported,company,LFP,commercial,,,,,,,,,Medium,,Holds ex-SOC LFP business; large-scale commercial production not confirmed; R&D with Nano One,company,www.smm.co.jp,company website,2022-02-22,https://www.smm.co.jp/en/news/release/uploaded_files/20220222_EN.pdf,1,s081,https://www.smm.co.jp/en/news/release/uploaded_files/20220222_EN.pdf,
p037,Nichia (日亜化学工業),Japan,Operating,p037.c1,qualitative,CAM,,,,reported,company,LFP,commercial,,,,,,,,,Medium,,LiFePO4 is a listed catalog cathode ('original synthetic process'); scale small,company,www.nichia.co.jp,company website,,https://www.nichia.co.jp/en/product/battery.html,1,s082,https://www.nichia.co.jp/en/product/battery.html,
p038,Toda Kogyo (戸田工業),Japan,Precursor only,p038.c1,qualitative,FePO4,,,,reported,company,FePO4,commercial,,,,,,,,,Medium,,"Sells iron-oxide precursor for LFP, not finished CAM",company,www.todakogyo.co.jp,company website,,https://www.todakogyo.co.jp/english/product/battery.html,1,s083,https://www.todakogyo.co.jp/english/product/battery.html,
p039,Taiheiyo Cement (太平洋セメント),Japan,Announced,p039.c1,qualitative,CAM,,,2025,announced,company,LMFP,commercial,,,,,,,,,Low,,Proprietary hydrothermal 'Nanolitia' LMFP; targeted mass production 2025 — start not confirmed; no figure,trade,Mitsui & Co. Global Strategic Studies Institute,industry report,2023-09-19,https://www.mitsui.com/mgssi/en/report/detail/__icsFiles/afieldfile/2023/09/19/2308t_zhao_e.pdf,1,s046,https://www.mitsui.com/mgssi/en/report/detail/__icsFiles/afieldfile/2023/09/19/2308t_zhao_e.pdf,
p040,Mitsui E&S (三井E&S),Japan,Exited / cancelled,p040.c1,qualitative,CAM,,,,historic,company,LFP,commercial,,,,,,,,,Low,,Historical LiFePO4+C license holder; not a current producer,trade,Green Car Congress,trade press,2011-07,https://www.greencarcongress.com/2011/07/lfp-20110704.html,1,s033,https://www.greencarcongress.com/2011/07/lfp-20110704.html,
p041,"L&F (via L&F Plus, 엘앤에프)",South Korea,Under construction,p041.c1,capacity,CAM,30000,,,construction,site,LFP,commercial,,,,,2026-Q4,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,Daegu 30 kt; mass production ~Q4 2026 (Korea's first/only mass producer),trade,The Korea Times,news article,2026-07-10,https://www.koreatimes.co.kr/business/companies/20260710/lfs-lfp-push-aims-to-break-chinas-grip-on-battery-supply-chain,1,s084,https://www.koreatimes.co.kr/business/companies/20260710/lfs-lfp-push-aims-to-break-chinas-grip-on-battery-supply-chain,
p041,"L&F (via L&F Plus, 엘앤에프)",South Korea,Under construction,p041.c2,capacity,CAM,60000,,,target,site,LFP,commercial,,,,,2027,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; company target — counts toward no total,Daegu expansion 30 → 60 kt (2027),trade,The Korea Times,news article,2026-07-10,https://www.koreatimes.co.kr/business/companies/20260710/lfs-lfp-push-aims-to-break-chinas-grip-on-battery-supply-chain,1,s084,https://www.koreatimes.co.kr/business/companies/20260710/lfs-lfp-push-aims-to-break-chinas-grip-on-battery-supply-chain,
p041,"L&F (via L&F Plus, 엘앤에프)",South Korea,Under construction,p041.c3,qualitative,CAM,,,,announced,company,LFP,commercial,,,,,,,,,Low,,US plant with Mitra Chem — MP 2028; no figure in seed,trade,The Korea Times,news article,2026-07-10,https://www.koreatimes.co.kr/business/companies/20260710/lfs-lfp-push-aims-to-break-chinas-grip-on-battery-supply-chain,1,s084,https://www.koreatimes.co.kr/business/companies/20260710/lfs-lfp-push-aims-to-break-chinas-grip-on-battery-supply-chain,
p042,POSCO Future M (포스코퓨처엠),South Korea,Announced,p042.c1,capacity,CAM,50000,,,announced,site,LFP,commercial,,,,,2027,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; stated as a ceiling ('up to'),"JV w/ CNGR + FINO — Pohang UP TO 50 kt, MP 2027 (ceiling, not committed nameplate)",company,newsroom.posco.com,company website,,https://newsroom.posco.com/en/posco-future-m-signs-joint-venture-agreement-with-cngr-and-fino-for-lfp-cathode-materials/,1,s085,https://newsroom.posco.com/en/posco-future-m-signs-joint-venture-agreement-with-cngr-and-fino-for-lfp-cathode-materials/,
p043,LG Chem (LG화학),South Korea,Announced,p043.c1,capacity,CAM,50000,,2023-09-25,announced,site,LFP,commercial,,p065.c3,,,2026,,,,Medium,same project as p065.c3 — counts once there,Morocco 50 kt MOU with Youshan/Huayou; the stated 2026 mass-production target is unconfirmed. SAME project as the Morocco-cluster row; counts once there.,company,LG Corp,company release,2023-09-25,https://www.lgcorp.com/media/release/26808,1,s065,https://www.lgcorp.com/media/release/26808,
p044,EcoPro BM (에코프로비엠),South Korea,Pilot / demo,p044.c1,capacity,CAM,3000,,2025,built,site,LFP,pilot,,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending,pilot line ~3 kt; samples from Q2 2025; precursor-free direct-synthesis R&D (with Hyundai/Kia/Hyundai Steel),trade,MarkLines,trade press,,https://www.marklines.com/en/news/321811,1,s086,https://www.marklines.com/en/news/321811,
p045,Nano One Materials,"Canada (Candiac, QC)",Pilot / demo,p045.c1,capacity,CAM,2400,,,built,site,LFP,pilot,,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,"site nameplate ~2,400 tpa (ex-JM Candiac); operated by Nano One",company,nanoone.ca,company website,,https://nanoone.ca/news/nano-one-advances-candiac-lfp-production-capacity-expansion-project-detailed-engineering-equipment-procurement/,1,s087,https://nanoone.ca/news/nano-one-advances-candiac-lfp-production-capacity-expansion-project-detailed-engineering-equipment-procurement/,
p045,Nano One Materials,"Canada (Candiac, QC)",Pilot / demo,p045.c2,output_rate,CAM,,~200 tpa current pilot,,reported,site,LFP,pilot,,,,,,,,,Medium,rate in native units — never converted,current pilot production ~200 tpa,company,nanoone.ca,company website,,https://nanoone.ca/news/nano-one-advances-candiac-lfp-production-capacity-expansion-project-detailed-engineering-equipment-procurement/,1,s087,https://nanoone.ca/news/nano-one-advances-candiac-lfp-production-capacity-expansion-project-detailed-engineering-equipment-procurement/,
p045,Nano One Materials,"Canada (Candiac, QC)",Pilot / demo,p045.c3,capacity,CAM,800,,,target,site,LFP,pilot,,,,,2027-H1,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; company target — counts toward no total,demo target ~800 tpa H1-2027,company,nanoone.ca,company website,,https://nanoone.ca/news/nano-one-advances-candiac-lfp-production-capacity-expansion-project-detailed-engineering-equipment-procurement/,1,s087,https://nanoone.ca/news/nano-one-advances-candiac-lfp-production-capacity-expansion-project-detailed-engineering-equipment-procurement/,
p046,Mitra Chem,"USA (Mountain View, CA; planned Muskegon, MI)",Announced,p046.c1,capacity,CAM,15000,,,planned,site,LFP,commercial,,,,,,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,"planned MI plant ~15,000 → 30,000 tpa ($125M DOE+Michigan); multi-ton samples produced; LMFP too",company,PR Newswire,company press release,,https://www.prnewswire.com/news-releases/us-department-of-energy-selects-mitra-chem-for-100-million-award-for-domestic-battery-manufacturing-302253860.html,1,s088,https://www.prnewswire.com/news-releases/us-department-of-energy-selects-mitra-chem-for-100-million-award-for-domestic-battery-manufacturing-302253860.html,
p047,6K Energy,"USA (Jackson, TN)",Under construction,p047.c1,capacity,CAM,400,,,built,site,LFP,pilot,,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,R&D line ~400 tpa (pilot producing),company,www.6kinc.com,company website,,https://www.6kinc.com/news/press-release/the-us-department-of-energy-and-6k-energy-execute-agreement-for-the-50m-grant-for-the-pluscam-battery-material-production-plant-in-jackson-tn/,1,s089,https://www.6kinc.com/news/press-release/the-us-department-of-energy-and-6k-energy-execute-agreement-for-the-50m-grant-for-the-pluscam-battery-material-production-plant-in-jackson-tn/,
p047,6K Energy,"USA (Jackson, TN)",Under construction,p047.c2,capacity,CAM,13000,,,construction,site,LFP,commercial,,,,,,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,"'PlusCAM' 13,000 tpa under construction ($50M DOE); UniMelt microwave-plasma — also NMC",company,www.6kinc.com,company website,,https://www.6kinc.com/news/press-release/the-us-department-of-energy-and-6k-energy-execute-agreement-for-the-50m-grant-for-the-pluscam-battery-material-production-plant-in-jackson-tn/,1,s089,https://www.6kinc.com/news/press-release/the-us-department-of-energy-and-6k-energy-execute-agreement-for-the-50m-grant-for-the-pluscam-battery-material-production-plant-in-jackson-tn/,
p048,First Phosphate,"Canada (Saguenay, QC)",Pilot / demo,p048.c1,qualitative,CAM,,,2025,reported,company,LFP,pilot,,,,,,,,,Medium,,pilot; produced LFP CAM & cells from North American minerals (2025); commercial ~2027; integrated from igneous phosphate,company,firstphosphate.com,company website,,https://firstphosphate.com/projects/lfp-cam-lfp-battery-cell-pilot-production-plant/,1,s090,https://firstphosphate.com/projects/lfp-cam-lfp-battery-cell-pilot-production-plant/,
p049,Wildcat Discovery Technologies,"USA (San Diego; planned Hooks, TX)",Announced,p049.c1,output_cumulative,CAM,,1 metric ton produced w/ offtakes,,reported,company,LFP,commercial,,,,,,,,,Medium,"cumulative, not a rate","produced 1 MT (metric ton) LFP with offtakes — cumulative, not t/y",company,www.wildcatdiscovery.com,company website,2026-06-04,https://www.wildcatdiscovery.com/2026/06/04/wildcat-discovery-technologies-and-energyx-announce-joint-venture-for-15000-ton-commercial-lfp-cathode-manufacturing-facility-in-texas/,1,s091,https://www.wildcatdiscovery.com/2026/06/04/wildcat-discovery-technologies-and-energyx-announce-joint-venture-for-15000-ton-commercial-lfp-cathode-manufacturing-facility-in-texas/,
p049,Wildcat Discovery Technologies,"USA (San Diego; planned Hooks, TX)",Announced,p049.c2,capacity,CAM,15000,,2026-06,announced,site,LFP,commercial,,,,,,,Y,,Medium,row-level seed source — figure-level re-sourcing pending,"15,000 tpa TX plant (JV w/ EnergyX) announced Jun 2026",company,www.wildcatdiscovery.com,company website,2026-06-04,https://www.wildcatdiscovery.com/2026/06/04/wildcat-discovery-technologies-and-energyx-announce-joint-venture-for-15000-ton-commercial-lfp-cathode-manufacturing-facility-in-texas/,1,s091,https://www.wildcatdiscovery.com/2026/06/04/wildcat-discovery-technologies-and-energyx-announce-joint-venture-for-15000-ton-commercial-lfp-cathode-manufacturing-facility-in-texas/,
p050,ICL Group,"USA (St. Louis, MO)",Exited / cancelled,p050.c1,capacity,CAM,30000,,,cancelled,site,LFP,commercial,,,,,,,,,Medium,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,"was $400M / 30,000 tpa (licensed Aleees process); DISCONTINUED Nov 2025 after DOE pulled $197M; Spain JV w/ Dynanonic also killed",primary,US SEC (EDGAR),regulatory filing,,https://www.sec.gov/Archives/edgar/data/941221/000117891325003729/zk2533974.htm,1,s092,https://www.sec.gov/Archives/edgar/data/941221/000117891325003729/zk2533974.htm,
p052,Lithium Werks,USA/China (defunct in West),Exited / cancelled,p052.c1,qualitative,CAM,,,2022,historic,company,LFP,commercial,,,,,,,,,Medium,,successor to A123 industrial + Valence ('Nanophosphate' carbothermal); assets sold to Reliance (2022); no current Western CAM,company,lithiumwerks.com,company website,,https://lithiumwerks.com/about/history/,1,s038,https://lithiumwerks.com/about/history/,
p053,IBU-tec,Germany (Weimar; Bitterfeld-Wolfen),Operating,p053.c1,capacity,CAM,3000,,,built,site,LFP,commercial,,,,p053.c3,,,,,Low,"superseded by p053.c3 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; stated as a floor","Weimar >3,000 tpa producing now — '>' floor; proprietary spray-calcination / rotary kiln, 'no Chinese tech'",trade,chemeurope.com,trade press,,https://www.chemeurope.com/en/news/1188510/ibu-tec-is-setting-up-lfp-production-without-chinese-technology.html,1,s094,https://www.chemeurope.com/en/news/1188510/ibu-tec-is-setting-up-lfp-production-without-chinese-technology.html,
p053,IBU-tec,Germany (Weimar; Bitterfeld-Wolfen),Operating,p053.c2,capacity,CAM,15000,,,construction,site,LFP,commercial,,,,p053.c4,2028,,,,Low,"superseded by p053.c4 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed","Bitterfeld 15,000 tpa (PowerCo 10-yr offtake), operations ~2028",trade,chemeurope.com,trade press,,https://www.chemeurope.com/en/news/1188510/ibu-tec-is-setting-up-lfp-production-without-chinese-technology.html,1,s094,https://www.chemeurope.com/en/news/1188510/ibu-tec-is-setting-up-lfp-production-without-chinese-technology.html,
p053,IBU-tec,Germany (Weimar; Bitterfeld-Wolfen),Operating,p053.c3,qualitative,CAM,,,2026-04-15,reported,site,LFP,commercial,,,p053.c1,,,,,,Medium,,"Company release (Apr 2026): transition-phase LFP is produced on EXISTING Weimar plants until 2028 — no tonnage stated anywhere reachable (2024 annual report and IR archive checked). The seed's '>3,000 tpa' could not be confirmed in any company document and stops counting. Weimar revenue guidance: mid-double-digit €m over three years.",company,IBU-tec advanced materials AG,corporate news release,2026-04-15,https://www.ibu-tec.de/investor-relations/finanzmeldungen/newsbeitrag/ibu-tec-erfolgreiches-richtfest-fuer-neuen-spruehturm-als-zwischenschritt-fuer-grossvolumige-lfp-produktion-am-standort-bitterfeld/,1,s_ibu_weimar,https://www.ibu-tec.de/investor-relations/finanzmeldungen/newsbeitrag/ibu-tec-erfolgreiches-richtfest-fuer-neuen-spruehturm-als-zwischenschritt-fuer-grossvolumige-lfp-produktion-am-standort-bitterfeld/,
p053,IBU-tec,Germany (Weimar; Bitterfeld-Wolfen),Operating,p053.c4,capacity,CAM,15000,,2026-07-15,construction,site,LFP,commercial,,,p053.c2,,2028,,Y,,Medium,,"EQS release 2026-07-15: 'Die 2028 in Betrieb gehende LFP-Produktionsanlage wird eine Kapazität von 15.000 Tonnen haben'; spray-tower trial operation from Q4 2026; PowerCo has secured the entire volume ≥10 years. Source upgraded trade→company, value unchanged.",company,IBU-tec advanced materials AG via EQS (onvista mirror),corporate news release,2026-07-15,https://www.onvista.de/news/2026/07-15-eqs-news-ibu-tec-mit-weiteren-planmaessigen-baufortschritten-beim-aufbau-von-lfp-produktionsanlage-in-bitterfeld-0-37-26532436,1,s_ibu_eqs,https://www.onvista.de/news/2026/07-15-eqs-news-ibu-tec-mit-weiteren-planmaessigen-baufortschritten-beim-aufbau-von-lfp-produktionsanlage-in-bitterfeld-0-37-26532436,
p054,Integrals Power,UK (Milton Keynes),Pilot / demo,p054.c1,capacity,CAM,20,,,built,site,LFP,pilot,,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,pilot 20 tpa producing,trade,Battery Tech Association,industry association,,https://batterytechassociation.org/integrals-power-launches-uks-first-zero-emission-pilot-plant-to-accelerate-lfp-battery-manufacturing-industry/,1,s095,https://batterytechassociation.org/integrals-power-launches-uks-first-zero-emission-pilot-plant-to-accelerate-lfp-battery-manufacturing-industry/,
p054,Integrals Power,UK (Milton Keynes),Pilot / demo,p054.c2,capacity,CAM,100,,,target,site,LFP,pilot,,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; company target — counts toward no total,scaling to 100 tpa demo,trade,Battery Tech Association,industry association,,https://batterytechassociation.org/integrals-power-launches-uks-first-zero-emission-pilot-plant-to-accelerate-lfp-battery-manufacturing-industry/,1,s095,https://batterytechassociation.org/integrals-power-launches-uks-first-zero-emission-pilot-plant-to-accelerate-lfp-battery-manufacturing-industry/,
p054,Integrals Power,UK (Milton Keynes),Pilot / demo,p054.c3,capacity,CAM,1000,,,target,site,LFP,pilot,,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; company target — counts toward no total,"engineering for 1,000 tpa (DRIVE35); LMFP high-Mn ~80%",trade,Battery Tech Association,industry association,,https://batterytechassociation.org/integrals-power-launches-uks-first-zero-emission-pilot-plant-to-accelerate-lfp-battery-manufacturing-industry/,1,s095,https://batterytechassociation.org/integrals-power-launches-uks-first-zero-emission-pilot-plant-to-accelerate-lfp-battery-manufacturing-industry/,
p055,Epsilon Advanced Materials,"Germany (Moosburg, ex-JM)",Pilot / demo,p055.c1,qualitative,CAM,,,2024,reported,site,LFP,pilot,,,,,,,,,Medium,,Germany pilot/qualification line (hydrothermal); bought from Johnson Matthey 2024,company,Business Wire,company press release,2024-02-01,https://www.businesswire.com/news/home/20240201488246/en/,1,s042,https://www.businesswire.com/news/home/20240201488246/en/,
p056,BASF,"Germany (Weimar, toll-made by IBU-tec)",Uncertain / limited,p056.c1,capacity,CAM,3000,,2014,built,site,LFP,commercial,,,,,,,,,Medium,row-level seed source — figure-level re-sourcing pending,"~3,000 tpa Weimar plant launched 2014 (licensed LiFePO4+C); strategic focus moved to NCM",company,www.basf.com,company website,2014-05,https://www.basf.com/us/en/media/news-releases/2014/05/p-13-578,1,s096,https://www.basf.com/us/en/media/news-releases/2014/05/p-13-578,
p057,Prayon,Belgium (Engis),Operating,p057.c1,qualitative,CAM,,,,reported,company,LFP,commercial,,,,,,,,,Medium,,"small production, JV-based (sublicensed process; JV w/ Pulead); scale uncertain",company,www.prayon.com,company website,,https://www.prayon.com/en/our-activities/products/batteries.php,1,s097,https://www.prayon.com/en/our-activities/products/batteries.php,
p058,Johnson Matthey,UK/Canada/Germany,Exited / cancelled,p058.c1,qualitative,CAM,,,2021,historic,company,LFP,commercial,,,,,,,,,Medium,,"EXITED battery materials (Nov 2021); ran solid-state + hydrothermal at Candiac; Candiac → Nano One, Moosburg → Epsilon",company,matthey.com,company website,2021,https://matthey.com/news/2021/battery-materials-announcement,1,s039,https://matthey.com/news/2021/battery-materials-announcement,
p059,Epsilon Advanced Materials (India),India (Karnataka),Announced,p059.c1,capacity,CAM,30000,,,planned,site,LFP,commercial,,,,,2027,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,"India plant planned 30,000 tpa by 2027",trade,pv magazine India,trade press,2025-02-12,https://www.pv-magazine-india.com/2025/02/12/epsilon-group-commits-inr-15350-crore-for-ev-battery-materials-testing-facility-in-karnataka/,1,s098,https://www.pv-magazine-india.com/2025/02/12/epsilon-group-commits-inr-15350-crore-for-ev-battery-materials-testing-facility-in-karnataka/,
